graph_cluster_id,size,suspicion_score,recommended_action,reasons,signup_spread_days,avg_txn_velocity_7d
CLUSTER-0324,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0325,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0326,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0327,4,0.3567,accept,['All accounts opened within 1 day(s) of each other — signup burst'],1.0,3.25
CLUSTER-0328,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0329,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0330,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0331,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0332,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0333,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0334,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0335,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0336,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0337,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0338,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0339,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0340,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0341,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0342,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0343,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0344,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0345,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0346,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0347,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0348,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0349,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0350,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0351,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0352,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0353,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0354,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0355,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0356,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0357,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0358,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0359,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0360,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",79.0,2.5
CLUSTER-0361,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0362,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0363,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0364,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0365,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0366,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0367,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0368,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0369,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0370,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0371,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0372,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0373,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0374,7,0.2025,accept,['7 accounts share infrastructure — larger than a typical shared-device household'],3.0,3.857142857142857
CLUSTER-0375,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0376,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0377,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0378,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0379,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0380,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0381,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0382,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0383,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0384,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0385,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0386,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0387,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0388,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0389,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0390,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0391,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0392,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0393,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0394,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0395,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0396,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0397,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0398,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0399,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0400,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0401,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0402,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0403,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0404,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0405,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0406,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0407,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0408,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0409,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0410,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0411,4,0.3233,accept,"['All accounts opened within 2 day(s) of each other — signup burst', 'Average 8.0 transactions in first 7 days — elevated cash-out velocity']",2.0,8.0
CLUSTER-0412,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0413,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0414,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0415,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0416,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0417,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0418,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0419,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0420,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0421,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",9.0,2.5
CLUSTER-0422,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0423,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0424,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0425,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0426,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0427,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0428,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0429,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0430,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0431,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0432,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0433,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0434,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",8.0,3.0
CLUSTER-0435,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0436,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0437,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0438,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0439,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0440,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0441,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0442,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0443,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0444,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0445,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0446,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0447,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0448,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0449,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0450,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0451,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0452,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0453,4,0.09,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",5.0,2.75
CLUSTER-0454,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0455,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0456,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0457,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0458,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0459,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0460,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0461,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0462,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0463,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0464,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0465,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0466,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0467,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0468,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0469,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0470,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0471,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0472,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0473,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0474,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0475,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0476,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0477,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0478,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0479,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0480,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0481,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0482,2,0.015,accept,"['Shared infrastructure detected but consistent with ordinary household/shop sharing, not a coordinated ring']",6.0,1.5
CLUSTER-0483,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0484,2,0.2817,accept,['All accounts opened within 1 day(s) of each other — signup burst'],1.0,1.0
CLUSTER-0485,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0486,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0487,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0488,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0489,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0490,3,0.4525,accept,['All accounts opened within 0 day(s) of each other — signup burst'],0.0,3.0
CLUSTER-0491,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0492,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0493,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0494,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0495,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0496,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0497,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0498,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-0499,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
